0,0,0.5,0,0,-0.7,0,0,0,0,0,0,0
-0.0005066530788810624,-0.00019621531382359715,0.49544511104448,0.009421625440778831,0.08940682643651875,-0.7999999999999999,0.03392063902783296,-7.99573762971663e-17,0.1,-0.1,0.08357377386364556,-0.1,0
-0.0008437887345740143,-0.00032913216831549966,0.49082499698882587,0.018446530730224384,0.17004690587860488,-0.8999999999999999,0.05391062832317178,0.00012729891374124174,0.2,-0.2,0.1726434810264425,-0.2,0
-0.0010818949966970963,-0.00042528827009014,0.48616675833461004,0.027083664582779006,0.24363778655125756,-0.9999999999999999,0.06246023157332305,0.0003752392218844559,0.30000000000000004,-0.30000000000000004,0.26492382537024156,-0.30000000000000004,0
-0.0012685923373952045,-0.0004976277586360311,0.48148871860343073,0.03536098865566541,0.31161337698440145,-1.084507469432849,0.061451603969263996,0.0007208183267982429,0.4,-0.4,0.35908297991539484,-0.3997879211458975,0
-0.0015383043810784014,-0.0005127457920455508,0.47684257439602523,0.04329989049141055,0.3754242517573251,-1.1569411927826359,0.05288444181822395,0.001148876854126863,0.5,-0.5,0.4543488100610701,-0.4957777426365986,0
-0.0018880045272153803,-0.0004827141551805083,0.4722271507541004,0.050924239176640226,0.43592482808764743,-1.2194192926236078,0.03801548036771327,0.0016447060740177924,0.6,-0.6,0.5502773981211686,-0.5885115077333222,0
-0.0023149526320699132,-0.000415836090075994,0.4676413751407048,0.05825517945414915,0.49364142873139516,-1.2733493011775878,0.01771906022267427,0.002195721461772159,0.7,-0.7,0.6465780212695009,-0.6783687776065481,0
-0.002816553413152345,-0.00031826317136465033,0.46308422614140754,0.06530980619604052,0.5488978703038718,-1.3197239207618199,-0.007343203257769899,0.0027919501982054274,0.7999999999999999,-0.7999999999999999,0.7430474445943709,-0.7656369289581635,0
-0.0033907572619486133,-0.00019483321360544108,0.45855488978718173,0.07210751231398671,0.601896665150703,-1.3592860033897498,-0.03663684480076672,0.003422835488588691,0.8999999999999999,-0.8999999999999999,0.8395282176370619,-0.8505398627123935,0
-0.004035470697104571,-4.943195580003949e-05,0.4540525336100391,0.07866224793396699,0.6527441121496345,-1.3926073709351587,-0.06970319784905082,0.004080901535353278,0.9999999999999999,-0.9999999999999999,0.9359030938049209,-0.933262698331057,0
